Open,High,Low,Close,Volume,Symbol
13.1385,13.294,13.1,13.2255,42989960.0,AMZN
37.466,37.875,37.4,37.8195,70065900.0,AMZN
154.85,156.21,153.93,156.02,37986039.0,AMZN
15.349,15.3745,15.1625,15.3145,54367180.0,AMZN
157.603,157.603,153.604,153.998,59630020.0,AMZN
16.824,16.829,16.6115,16.6455,39512840.0,AMZN
19.455,19.705,19.431,19.681,48119700.0,AMZN
18.519,18.697,18.336,18.6675,47080000.0,AMZN
163.18,166.046,162.975,165.432,66041980.0,AMZN
33.1295,33.7,33.107,33.549,69037560.0,AMZN
114.075,116.92,112.84,113.0,59479586.0,AMZN
113.1,113.992,110.354,110.81,74565740.0,AMZN
18.355,18.558,18.1805,18.532,44393260.0,AMZN
44.4,44.6745,44.271,44.5755,68446560.0,AMZN
18.9155,19.15,18.8505,19.0915,69495420.0,AMZN
88.265,89.35,86.73,87.86,146144064.0,AMZN
134.06,136.65,134.06,134.68,54487090.0,AMZN
120.249,120.679,116.5,120.52,101138900.0,AMZN
15.4435,15.543,15.1075,15.3035,76819680.0,AMZN
150.018,156.025,149.6,155.541,53390880.0,AMZN
48.9205,49.275,48.8095,49.165,63370360.0,AMZN
170.105,173.95,169.3,172.329,114174660.0,AMZN
37.338,37.8435,37.0625,37.1315,66712620.0,AMZN
130.06,131.074,125.167,127.251,108722540.0,AMZN
189.285,190.6,181.87,184.07,70435635.0,AMZN
111.15,112.29,109.25,111.2,53011145.0,AMZN
89.981,90.1485,89.1225,89.325,103049200.0,AMZN
16.293,16.66,16.255,16.6195,63549420.0,AMZN
13.3695,13.3795,13.04,13.148,66651940.0,AMZN
135.08,135.65,133.73,134.25,32935104.0,AMZN
153.661,158.652,153.511,156.786,62371680.0,AMZN
33.575,34.1385,33.4225,33.9495,87700000.0,AMZN
85.33,85.42,83.07,83.12,67930825.0,AMZN
181.31,181.34,178.355,179.32,29249229.0,AMZN
26.752,26.9745,26.65,26.751,41426000.0,AMZN
88.996,89.8515,88.9175,89.847,63808560.0,AMZN
16.217,16.499,16.1325,16.396,53300060.0,AMZN
105.04,106.095,104.7001,105.83,49430909.0,AMZN
15.2325,15.335,15.1295,15.2585,51123800.0,AMZN
16.4,16.7875,16.25,16.719,128100600.0,AMZN
48.735,49.05,48.638,49.03,66540860.0,AMZN
81.15,81.75,81.0675,81.481,63326600.0,AMZN
121.45,122.04,119.17,120.58,72800787.0,AMZN
42.9525,43.8219,42.951,43.716,84589400.0,AMZN
165.165,166.6899,162.55,165.8,44616206.0,AMZN
35.732,35.9625,35.3255,35.496,86814660.0,AMZN
49.5,49.5525,49.012,49.3305,61712800.0,AMZN
13.3,13.5955,13.297,13.46,67487780.0,AMZN
16.7775,16.7775,16.233,16.2955,85425880.0,AMZN
58.52,58.6395,57.855,58.1,59595440.0,AMZN
81.9,82.1285,79.25,79.5955,127343260.0,AMZN
157.999,162.242,156.986,162.058,136780820.0,AMZN
9.8135,10.1485,9.775,10.1435,152380920.0,AMZN
45.434,45.4995,45.191,45.3705,62364780.0,AMZN
48.0,48.5195,47.569,48.3995,69297680.0,AMZN
159.25,160.397,156.655,157.597,98728200.0,AMZN
130.91,133.69,130.76,133.27,49422259.0,AMZN
187.72,188.38,185.08,186.13,38608849.0,AMZN
75.85,76.81,75.0905,75.103,54152840.0,AMZN
47.9,48.1845,47.5185,47.855,53302380.0,AMZN
90.4,90.4475,87.1265,89.4305,188891740.0,AMZN
162.873,163.834,160.25,161.19,68785600.0,AMZN
39.118,39.972,38.924,39.7995,115860340.0,AMZN
17.1575,17.2,16.544,16.9235,115409240.0,AMZN
14.22,14.6905,14.2,14.353,396081280.0,AMZN
178.318,185.21,178.05,184.803,114070760.0,AMZN
14.9455,15.093,14.892,14.982,34879000.0,AMZN
16.0005,16.034,15.593,15.6495,103856520.0,AMZN
89.4075,89.489,88.1,88.2865,44688500.0,AMZN
138.753,139.128,134.4,134.644,130015680.0,AMZN
103.86,109.06,103.53,107.67,85011060.0,AMZN
98.7685,99.8165,94.4045,95.4495,150689820.0,AMZN
34.304,34.3875,33.7945,33.7945,58548200.0,AMZN
16.1665,16.3775,16.0705,16.362,52164960.0,AMZN
51.9025,52.1665,51.624,52.0065,48903760.0,AMZN
18.866,18.95,18.75,18.9385,49670160.0,AMZN
177.24,178.38,171.16,171.39,41466537.0,AMZN
155.05,155.832,151.25,151.4,73140540.0,AMZN
33.425,33.495,32.9465,33.2255,65018000.0,AMZN
48.77,48.8385,48.0185,48.2635,59933800.0,AMZN
48.8,49.05,48.5115,49.0175,49138620.0,AMZN
176.75,178.725,176.07,178.22,31981152.0,AMZN
180.095,184.99,175.73,184.52,42564698.0,AMZN
83.0,83.287,74.75,76.944,277321540.0,AMZN
16.0195,16.146,15.651,15.738,53586800.0,AMZN
20.1265,20.188,19.69,19.883,53592360.0,AMZN
14.541,14.794,14.3615,14.416,76967520.0,AMZN
48.95,49.378,48.2625,48.7965,85947180.0,AMZN
15.442,15.809,15.425,15.6825,84165520.0,AMZN
83.9295,84.872,82.5915,83.2765,139110960.0,AMZN
87.8,88.517,83.25,83.42,173889100.0,AMZN
48.8625,48.912,48.373,48.493,53021300.0,AMZN
51.5795,51.7485,51.126,51.435,61613960.0,AMZN
168.94,170.23,167.14,168.59,44575623.0,AMZN
16.65,16.687,16.07,16.1905,85492140.0,AMZN
55.45,55.527,55.056,55.264,69539340.0,AMZN
19.5055,19.5475,19.155,19.233,74078800.0,AMZN
129.07,129.28,125.915,127.13,61889289.0,AMZN
94.04,94.41,91.44,92.42,65567286.0,AMZN
40.34,40.925,40.254,40.894,52486940.0,AMZN
157.094,159.9,157.013,159.254,75808060.0,AMZN
112.884,116.668,112.25,115.384,137331340.0,AMZN
88.7865,88.97,87.334,88.0915,60544900.0,AMZN
21.52,21.658,21.31,21.546,45065280.0,AMZN
128.25,128.73,127.37,128.36,40697848.0,AMZN
17.8215,17.8875,17.316,17.4625,131895960.0,AMZN
126.71,126.73,124.33,125.96,39660643.0,AMZN
9.1875,9.216,9.057,9.113,73994680.0,AMZN
21.72,21.9195,21.6375,21.8295,54558000.0,AMZN
29.716,29.893,29.45,29.73,43936400.0,AMZN
15.297,15.619,15.1825,15.6005,76141320.0,AMZN
49.4295,49.517,48.3355,48.8235,79370560.0,AMZN
129.69,133.01,129.33,132.21,46317381.0,AMZN
168.75,168.75,166.452,167.247,52752880.0,AMZN
174.53,175.85,173.51,175.4,29037362.0,AMZN
99.07,99.34,97.08,98.04,46721296.0,AMZN
169.0,171.387,168.056,169.0,141972740.0,AMZN
167.05,167.105,164.123,164.292,64186200.0,AMZN
164.125,168.394,163.206,168.346,50007960.0,AMZN
59.525,59.55,58.8,58.881,47315520.0,AMZN
56.914,56.94,56.2905,56.494,47214080.0,AMZN
157.0,159.01,154.81,155.2,50284371.0,AMZN
88.9,89.0,88.3565,88.5825,38956200.0,AMZN
160.406,161.616,158.613,159.037,70313580.0,AMZN
45.0495,45.4805,45.039,45.189,53754160.0,AMZN
93.83,95.07,92.71,94.88,60912674.0,AMZN
186.45,188.8,185.06,186.43,34448130.0,AMZN
13.55,13.87,13.518,13.7065,64937120.0,AMZN
94.146,95.07,93.3005,93.49,123775080.0,AMZN
50.2345,50.7375,50.1905,50.502,74006660.0,AMZN
30.884,30.9725,29.768,29.9515,213852000.0,AMZN
50.9525,50.9525,49.351,49.389,146637440.0,AMZN
152.06,154.42,151.881,153.73,44421830.0,AMZN
